,#,الرقم الوزاري,اسم المدرسة,المرحلة,نوع التعليم,مكتب التعليم,الجنس,الحي,نوع البناء,الفترة,مستقلة/ملحقة,عدد الفصول ,حجم المدرسة,خط العرض,خط الطول,الموقع,CL,O&M,HVAC,All scope
843,845,34075,الطفولة المبكرة بابتدائية السابعة والاربعون,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفيحاء,بنات,الرويس,تطوير,صباحي,مشترك اساسي,18,وسط,21.51610,39.17036,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
844,846,34042,الطفولة المبكرة بابتدائية الرابعة عشر,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالفيحاء,بنات,البغدادية الغربية,تطوير,صباحي,مستقل,25,كبير,21.49686,39.18313,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
845,847,M39134178,ثانوية صفية بنت عبدالمطلب - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بالفيحاء,بنات,البغدادية الغربية,تطوير,صباحي,مشترك اساسي,26,كبير,21.49705,39.18243,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
846,848,34290,المتوسطة الحادية عشر,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالفيحاء,بنات,العزيزية,تطوير,صباحي,مستقل,13,وسط,21.55548,39.20176,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
847,849,34288,المتوسطة التاسعة,المرحلة المتوسطة,تعليم عام,مكتب التعليم بالفيحاء,بنات,البغدادية الغربية,تطوير,صباحي,مشترك اساسي,14,وسط,21.49732,39.18308,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
848,850,34223,الابتدائية الثانية والستون بعد المائة,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بالواحة,بنات,ام السلم,تطوير,صباحي,مستقل,23,كبير,21.46148,39.32128,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
849,851,34092,الابتدائية الرابعة والستون بثول,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بأبحر,بنات,ثول,تصميم ارامكو,صباحي,مستقل,6,صغير,22.27411,39.13017,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
850,852,134432,الطفولة المبكرة بابتدائية الحسين بن علي,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بأبحر,بنات,ثول,تصميم ارامكو,صباحي,مشترك اساسي,7,صغير,22.28235,39.12073,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
851,853,34158,الطفولة المبكرة بابتدائية ثول الاولى,المرحلة الإبتدائية,تعليم عام,مكتب التعليم بأبحر,بنات,ثول,تصميم ارامكو,صباحي,مستقل,15,وسط,22.26984,39.10446,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
852,854,M3934437,ثانوية ثول - مسارات,المرحلة الثانوية,تعليم عام,مكتب التعليم بأبحر,بنات,ثول,تصميم ارامكو,صباحي,مشترك اساسي,7,صغير,22.26843,39.10476,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
853,855,34325,متوسطة ثول,المرحلة المتوسطة,تعليم عام,مكتب التعليم بأبحر,بنات,ثول,تصميم ارامكو,صباحي,مستقل,6,صغير,22.26893,39.10438,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
854,856,32186,خالد بن الوليد الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الجوهرة-بنين,بنين,النزلة الشرقية,تطوير,صباحي,مشترك أساسي,26,كبير,21.47232,39.22598,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
855,857,32399,ابن سينا المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الجوهرة-بنين,بنين,النزلة الشرقية,تطوير,صباحي,مشترك أساسي,26,كبير,21.4726,39.22587,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
856,858,133583,ابي امامة الباهلي الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الرياض,تطوير,صباحي,مشترك أساسي,28,كبير,21.84415,39.19817,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
857,859,33112,جعفر بن ابي طالب الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الصالحية,تطوير,صباحي,مشترك أساسي,26,كبير,21.76432,39.22753,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
858,860,M132089,العزيزية الثانوية- - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الرياض,تطوير,صباحي,مشترك أساسي,18,وسط,21.8511,39.2042,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
859,861,M3933062,الفزاري الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,طيبة,تطوير,صباحي,مشترك أساسي,13,وسط,21.79764,39.14292,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
860,862,M3933169,بلاط الشهداء الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الصالحية,تطوير,صباحي,مشترك أساسي,27,كبير,21.76315,39.22765,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
861,863,33194,عمرو بن امية المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الصالحية,تطوير,صباحي,مشترك أساسي,27,كبير,21.76404,39.22701,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
862,864,33115,معن بن زائدة المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الحمدانية-بنين,بنين,الرياض,تطوير,صباحي,مشترك أساسي,26,كبير,21.84436,39.1988,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
863,865,32295,مزدلفة الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الصفا-بنين,بنين,الرحاب,تطوير,صباحي,مشترك أساسي,21,وسط,21.54799,39.22156,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
864,866,32173,الامين الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير عبدالمجيد,تطوير,صباحي,مشترك أساسي,21,وسط,21.42821,39.28764,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
865,867,132031,البراء بن عازب الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الامير عبدالمجيد,تطوير,صباحي,مشترك أساسي,20,وسط,21.42368,39.29168,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
866,868,33202,اويس بن عامر القرني الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,السنابل,تطوير,صباحي,مشترك أساسي,29,كبير,21.4029,39.27016,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
867,869,32178,ثابت بن قيس الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الفضيلة,تطوير,صباحي,مشترك أساسي,30,كبير,21.31271,39.26427,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
868,870,33240,الفضل بن العباس المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الفاروق,تطوير,صباحي,مشترك أساسي,10,صغير,,,,JO (1),JO(1),JO (2),JO (3)
869,871,33126,الشيخ عبدالعزيز بن باز المتوسطة لتحفيظ القران الكريم,المرحلة المتوسطة,تحفيظ قران,مكتب تعليم الفضيلة-بنين,بنين,الامير عبدالمجيد,تطوير,صباحي,مشترك أساسي,13,وسط,21.42783,39.28727,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
870,872,32449,قتادة بن زيد المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,الفضيلة,تطوير,صباحي,مشترك أساسي,19,وسط,21.3135,39.26389,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
871,873,32982,نعيم بن مسعود المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم الفضيلة-بنين,بنين,السنابل,تطوير,صباحي,مشترك أساسي,24,كبير,21.4032,39.27087,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
872,874,32155,الطبراني الابتدائية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم أبحر-بنين,بنين,بلدة ثول,تصميم ارامكو,صباحي,مشترك أساسي,6,صغير,22.26285,39.10461,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
873,875,M3932536,ثول الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم أبحر-بنين,بنين,بلدة ثول,تصميم ارامكو,صباحي,مشترك أساسي,7,صغير,22.27927,39.10531,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
874,876,M132110,عبدالله الثقفي الثانوية - مسارات,المرحلة الثانوية,تعليم عام,مكتب تعليم أبحر-بنين,بنين,الشراع,تطوير,صباحي,مشترك أساسي,36,كبير,21.7685,39.09225,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
875,877,32397,ثول المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم أبحر-بنين,بنين,بلدة ثول,تصميم ارامكو,صباحي,مشترك أساسي,9,صغير,22.26224,39.11592,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
876,878,132032,عبدالله الثقفي الثانوية,المرحلة الثانوية,تعليم عام,مكتب تعليم أبحر-بنين,بنين,الشراع,تطوير,صباحي,مستقل,30,كبير,21.78112,39.1161,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
877,879,33206,محمد بن القاسم المتوسطة,المرحلة المتوسطة,تعليم عام,مكتب تعليم أبحر-بنين,بنين,النهضة,تطوير,صباحي,مشترك أساسي,15,وسط,21.60967,39.1271,الانتقال للموقع,JO (1),JO(1),JO (2),JO (3)
878,880,26126,ابتدائية الغولاء,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية,بنين,عسفان,حكومي,صباحي,مستقل,6,صغير,,,,JO (1),JO(1),JO (2),JO (3)
879,881,26321,متوسطة الغولاء,المرحلة المتوسطة,تعليم عام,مكتب تعليم الحمدانية,بنين,عسفان,حكومي,صباحي,مستقل,3,صغير,,,,JO (1),JO(1),JO (2),JO (3)
880,882,27623,عسفان الطفولة المبكرة,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية,بنات,عسفان,حكومي,صباحي,مستقل,10,صغير,,,,JO (1),JO(1),JO (2),JO (3)
881,883,27635,ابتدائية الغولاء والطفولة المبكرة,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية,بنات,عسفان,حكومي,صباحي,مستقل,10,صغير,,,,JO (1),JO(1),JO (2),JO (3)
882,884,26118,ابتدائية الهنية بالشامية,المرحلة الإبتدائية,تعليم عام,مكتب تعليم الحمدانية,بنين,عسفان,حكومي,صباحي,مستقل,10,صغير,,,,JO (1),JO(1),JO (2),JO (3)
883,885,26317,متوسطة ابي جندل,المرحلة المتوسطة,تعليم عام,مكتب تعليم الحمدانية,بنين,عسفان,حكومي,صباحي,مستقل,6,صغير,,,,JO (1),JO(1),JO (2),JO (3)
884,886,3926412,ثانوية ابي جندل,المرحلة الثانوية,تعليم عام,مكتب تعليم الحمدانية,بنين,عسفان,حكومي,صباحي,مستقل,6,صغير,,,,JO (1),JO(1),JO (2),JO (3)
